epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,266.512,1.46978,1.24511,1.29043,0.57047,0.52505,0.53694,0.3087,1.45859,1.29437,1.2236,0.0014456,0.0014456,0.0014456
30,275.154,1.49095,1.25712,1.30581,0.58027,0.55115,0.55684,0.31711,1.48518,1.27616,1.24252,0.0014258,0.0014258,0.0014258
31,283.465,1.41406,1.23389,1.26245,0.61002,0.57475,0.5957,0.35107,1.41586,1.1954,1.20629,0.001406,0.001406,0.001406
32,292.012,1.40549,1.1939,1.27863,0.59339,0.62317,0.61342,0.3606,1.40797,1.17705,1.21886,0.0013862,0.0013862,0.0013862
33,300.328,1.42815,1.19637,1.31354,0.65234,0.5929,0.62184,0.36546,1.39475,1.1656,1.20932,0.0013664,0.0013664,0.0013664
34,308.911,1.42841,1.14464,1.26205,0.65431,0.61378,0.63968,0.37498,1.40167,1.15657,1.20012,0.0013466,0.0013466,0.0013466
35,317.533,1.4144,1.18217,1.28476,0.64863,0.61587,0.64164,0.37973,1.3962,1.15793,1.19134,0.0013268,0.0013268,0.0013268
36,325.77,1.39483,1.17238,1.28729,0.64368,0.5789,0.62442,0.37538,1.38507,1.15874,1.19455,0.001307,0.001307,0.001307
37,334.281,1.38004,1.15894,1.26269,0.63653,0.62422,0.64803,0.39022,1.36776,1.12927,1.17306,0.0012872,0.0012872,0.0012872
38,343.213,1.41105,1.16526,1.26203,0.63727,0.64509,0.65637,0.39996,1.35307,1.12185,1.16042,0.0012674,0.0012674,0.0012674
39,351.977,1.36146,1.1447,1.24032,0.64249,0.61691,0.64613,0.3949,1.35444,1.13123,1.17085,0.0012476,0.0012476,0.0012476
40,360.116,1.38226,1.1424,1.26064,0.62199,0.61587,0.62866,0.36984,1.42798,1.16414,1.21222,0.0012278,0.0012278,0.0012278
41,368.808,1.38913,1.11652,1.2568,0.60861,0.64614,0.6375,0.38251,1.37292,1.13384,1.18715,0.001208,0.001208,0.001208
42,377.566,1.4288,1.1511,1.26262,0.61389,0.62072,0.63843,0.36371,1.45774,1.15113,1.20881,0.0011882,0.0011882,0.0011882
43,385.832,1.36026,1.12832,1.24636,0.58782,0.66388,0.65052,0.38523,1.39562,1.13833,1.18129,0.0011684,0.0011684,0.0011684
44,394.199,1.42113,1.15828,1.31333,0.6092,0.61997,0.64289,0.3791,1.41149,1.16546,1.18643,0.0011486,0.0011486,0.0011486
45,403.497,1.50121,1.15477,1.30274,0.62511,0.619,0.64797,0.38951,1.39149,1.14464,1.18468,0.0011288,0.0011288,0.0011288
46,413.142,1.37945,1.16954,1.2999,0.61475,0.61378,0.629,0.38244,1.37585,1.15683,1.17917,0.001109,0.001109,0.001109
47,436.782,1.31392,1.10862,1.24484,0.61472,0.59956,0.62118,0.3776,1.36176,1.17566,1.17942,0.0010892,0.0010892,0.0010892
48,463.906,1.36352,1.16982,1.27376,0.63734,0.63674,0.65558,0.39167,1.37749,1.12265,1.18745,0.0010694,0.0010694,0.0010694
